名称,品牌,商圈,商圈距离m,own_S,D,P,D×P,商圈中位D×P,uplift,低证据点,采用
1点点(万地2号门店),一点点,球迷烟酒商行(万地广场店),97,1.6,16.0,0.478,7.647,7.647,,,
蜜雪冰城(天宁街店),蜜雪冰城,清新绿生活购物广场,733,2.5,12.8,0.9197,11.772,12.616,0.9331,,Y
茉莉奶白(丽水万地广场店),茉莉奶白,万地广场金街,98,1.5,17.6,0.3016,5.307,5.495,0.9659,,Y
沪上阿姨·精选茶饮(丽水万地店),沪上阿姨,丽水老街(万地广场店),75,1.8,19.2,0.2988,5.738,5.669,,,
蜜雪冰城(万地广场店),蜜雪冰城,丽水老街(万地广场店),41,2.5,18.4,0.3299,6.07,5.669,,,
煲珠公·老红糖珍珠奶茶(丽水万地广场店),煲珠公,丽水万地广场,3,1.4,16.0,0.3405,5.448,6.75,,,
古茗(万地四楼影城店),古茗,丽水老街(万地广场店),19,2.2,18.4,0.3044,5.601,5.669,,,
古茗(莲都万地金街店),古茗,万地广场金街,23,2.2,17.6,0.3131,5.51,5.495,1.0028,,Y
茶百道(浙江丽水万地店),茶百道,万地广场金街,27,1.8,17.6,0.3998,7.037,5.495,1.2807,,Y
CoCo都可(丽水解放店),CoCo,万地广场金街,61,1.8,19.2,0.2624,5.038,5.495,0.9169,,Y
快乐番薯(丽水莲都万地金街店),快乐番薯,万地广场金街,69,1.4,19.2,0.203,3.898,5.495,0.7094,,Y
古茗(丽水万地水晶城),古茗,万地广场金街,23,2.2,17.6,0.3122,5.495,5.495,1.0,,Y
蜜雪冰城(中山街店),蜜雪冰城,清新绿生活购物广场,404,2.5,21.8,0.5787,12.616,12.616,1.0,,Y
古茗(丽水林校店),古茗,清新绿生活购物广场,407,2.2,21.8,0.6614,14.418,12.616,1.1428,,Y
1点点(丽水职业技术学院店),一点点,清新绿生活购物广场,412,1.6,21.8,0.4516,9.845,12.616,0.7803,,Y
贡茶(丽东二村店),贡茶,万地广场金街,589,1.4,20.8,1.0,20.8,5.495,3.7856,,Y
古茗(丽水林校店),古茗,好又多华夏生活购物中心(中山街店),312,2.2,10.6,0.8891,9.424,8.869,,,
瑞幸咖啡(丽水职院校内店),瑞幸,清新绿生活购物广场,699,2.2,26.4,0.9238,24.388,12.616,1.9331,,Y
蜜雪冰城(金桥东街店),蜜雪冰城,好又多华夏生活购物中心(中山街店),115,2.5,10.6,0.7027,7.449,8.869,,,
CHAGEE霸王茶姬(浙江丽水莲都宇雷路店),霸王茶姬,新禧里商场,2,2.0,16.0,0.3031,4.849,4.839,1.0021,,Y
古茗(莲都丽嘉花园店),古茗,好又多华夏生活购物中心(中山街店),132,2.2,12.2,0.6814,8.313,8.869,,,
茶百道(丽水学院七子楼店),茶百道,星火商城D区,738,1.8,16.8,0.2222,3.732,5.186,0.7197,,Y
瑞幸咖啡(丽水绿谷产业园一号楼店),瑞幸,好又多华夏生活购物中心(中山街店),790,2.2,23.2,0.9699,22.501,8.869,,,
霸王茶姬(浙江丽水西城广场店),霸王茶姬,星火商城D区,731,2.0,16.8,0.2509,4.215,5.186,0.8128,,Y
古茗(莲都中山街店),古茗,丽水大厦商城,48,2.2,10.6,0.7411,7.856,5.305,,,
蜜雪冰城(中东路店),蜜雪冰城,处州商城,383,2.5,11.8,0.915,10.797,10.797,,,
1点点(印象西城店),一点点,星火商城D区,702,1.6,16.8,0.3005,5.048,5.186,0.9734,,Y
霸王茶姬(浙江丽水莲都百货大楼店),霸王茶姬,丽水百货大楼,51,2.0,11.8,0.6913,8.158,8.158,,,
古茗(丽水西城广场店),古茗,星火商城D区,755,2.2,16.0,0.3328,5.324,5.186,1.0266,,Y
蜜雪冰城(宇雷路店),蜜雪冰城,新禧里商场,17,2.5,15.8,0.3319,5.244,4.839,1.0837,,Y
CoCo都可(继光街店),CoCo,丽水大厦商城,137,1.8,9.4,0.4369,4.107,5.305,,,
1点点(丽水继光店),一点点,丽水大厦商城,155,1.6,7.0,0.7641,5.349,5.305,,,
茶百道(莲都宇雷路店),茶百道,新禧里商场,20,1.8,15.8,0.2476,3.912,4.839,0.8083,,Y
古茗(莲都宇雷路店),古茗,新禧里商场,13,2.2,16.0,0.3025,4.839,4.839,1.0,,Y
蜜雪冰城(丽水学院店),蜜雪冰城,星火商城D区,754,2.5,15.2,0.4352,6.615,5.186,1.2755,,Y
沪上阿姨·精选茶饮(丽水学院店),沪上阿姨,星火商城D区,732,1.8,16.8,0.2189,3.678,5.186,0.7093,,Y
快乐番薯(丽水莲都中东路店),快乐番薯,京东商城线下体验店,191,1.4,15.8,0.855,13.509,13.509,,,
1点点(宇雷路店),一点点,新禧里商场,30,1.6,14.4,0.3131,4.508,4.839,0.9316,,Y
瑞幸咖啡(丽水学院丽院印象店),瑞幸,星火商城D区,934,2.2,16.8,0.8771,14.735,5.186,2.8412,,Y
蜜雪冰城(继光街店),蜜雪冰城,丽水大厦商城,126,2.5,9.4,0.5597,5.261,5.305,,,
古茗(晶都商城店),古茗,晶都步行街,26,2.2,10.4,0.679,7.061,8.064,,,
沪上阿姨·精选茶饮(丽水开发路店),沪上阿姨,厦河商城,56,1.8,18.4,0.4636,8.531,9.633,,,
蜜雪冰城(大众街店),蜜雪冰城,晶都步行街,68,2.5,12.0,0.7556,9.067,8.064,,,
古茗(莲都金汇广场店),古茗,金汇广场,41,2.2,10.6,0.6986,7.405,7.104,,,
瑞幸咖啡(丽水中心医院店),瑞幸,高岭弄购物中心,662,2.2,4.8,0.9679,4.646,4.646,,,
蜜雪冰城(厦河商城店),蜜雪冰城,厦河商城,46,2.5,18.4,0.5834,10.735,9.633,,,
古茗(莲都开发路店),古茗,厦河商城,59,2.2,16.8,0.6572,11.04,9.633,,,
1点点(开发路店),一点点,丽水商城,92,1.6,16.8,0.5992,10.067,10.067,,,
春莱ChunLai老挝冰咖啡·泰式奶茶,春莱,金汇广场,145,1.4,9.8,0.6941,6.802,7.104,,,
霸王茶姬(丽水银泰城店),霸王茶姬,葳芸,79,2.0,14.2,0.5295,7.519,7.519,,,
裕莲茶楼(丽水银泰城店),裕莲茶楼,丽水银泰城,142,1.5,14.2,0.5397,7.664,6.858,1.1175,,Y
Tamkoko泰柯茶园(丽水银泰店),Tamkoko泰柯茶园,丽水银泰城,98,1.2,12.4,0.3693,4.58,6.858,0.6677,,Y
喜茶(丽水银泰城店),喜茶,丽水银泰城,52,2.0,14.2,0.483,6.858,6.858,1.0,,Y
古茗(丽水银泰城店),古茗,丽水银泰城,102,2.2,14.2,0.5414,7.689,6.858,1.121,,Y
1点点(丽水银泰城店),一点点,丽水银泰城,19,1.6,14.2,0.3935,5.587,6.858,0.8146,,Y
蜜雪冰城(丽水高铁站店),蜜雪冰城,晨红购物广场(东升北区店),15,2.5,3.6,0.8145,2.932,2.932,,,
luckin coffee 瑞幸咖啡(大家·未来社区店),瑞幸,大家·未来里商业街,13,2.2,2.6,0.963,2.504,2.504,,Y,
古茗(新湖国际天润阁店),古茗,厦河商城,788,2.2,6.4,1.0,6.4,9.633,,,
CHAGEE霸王茶姬(浙江丽水莲都中广未来城店),霸王茶姬,优贝新吉街(中广未来城店),141,2.0,3.6,0.6177,2.224,1.175,1.8933,,Y
瑞幸咖啡(丽水水阁吴垵路店),瑞幸,欢乐购购物中心(沙溪亭小区店),816,2.2,3.2,0.858,2.745,2.436,,,
蜜雪冰城(秀山商业街店),蜜雪冰城,秀山小镇商业街,39,2.5,6.0,0.6723,4.034,4.853,,,
古茗(水阁未来城店),古茗,优贝新吉街(中广未来城店),36,2.2,2.8,0.4195,1.175,1.175,1.0,,Y
爷爷不泡茶NOYEYENOTEA(丽水中广未来城店),爷爷不泡茶,江泰未来城,10,2.0,2.8,0.4796,1.343,1.089,,,
喜茶(丽水中广未来城店),喜茶,江泰未来城,102,2.0,1.2,0.6956,0.835,1.089,,,
蜜雪冰城(秀山小区店),蜜雪冰城,秀山小镇商业街,281,2.5,6.0,0.9454,5.672,4.853,,,
蜜雪冰城(瑞丰花园店),蜜雪冰城,欢乐购购物中心(沙溪亭小区店),805,2.5,2.4,0.8864,2.127,2.436,,Y,
霸王茶姬(江泰广场店),霸王茶姬,江泰广场,33,2.0,11.2,0.4219,4.725,4.59,1.0294,,Y
LINLEE·手打柠檬茶(莲都中广未来城店),LINLEE,优贝新吉街(中广未来城店),67,1.5,2.8,0.3707,1.038,1.175,0.8838,,Y
蜜雪冰城,蜜雪冰城,优贝新吉街(中广未来城店),28,2.5,2.8,0.5472,1.532,1.175,1.3044,,Y
古茗(莲都遂松路店),古茗,江泰广场,91,2.2,10.2,0.2774,2.829,4.59,0.6164,,Y
1点点(丽水秀山店),一点点,万州时代购物中心,128,1.6,6.0,0.8106,4.863,4.863,,,
1点点(水阁开发区店),一点点,江泰广场,243,1.6,11.0,0.7891,8.68,4.59,1.8911,,Y
蜜雪冰城(江泰广场店),蜜雪冰城,江泰广场,92,2.5,10.2,0.4368,4.455,4.59,0.9706,,Y
蜜雪冰城(江泰二店),蜜雪冰城,江泰广场,92,2.5,10.2,0.4368,4.455,4.59,0.9706,,Y
茶百道(丽水未来城店),茶百道,优贝新吉街(中广未来城店),27,1.8,2.8,0.3523,0.986,1.175,0.8398,,Y
茶百道(江泰星悦汇店),茶百道,江泰广场,62,1.8,11.2,0.5164,5.784,4.59,1.2601,,Y
古茗(丽水碧湖大众街店),古茗,新海购物中心(环北路店),308,2.2,0.4,0.6352,0.254,0.254,,,
霸王茶姬(浙江丽水缙云万地广场店),霸王茶姬,shangxin赏昕,25,2.0,3.8,0.4151,1.577,1.595,,,
蜜雪冰城(碧湖店),蜜雪冰城,欧凯购物中心(丽水·碧湖店),328,2.5,1.2,0.7117,0.854,0.854,,,
爷爷不泡茶NOYEYENOTEA(丽水缙云永宁路店),爷爷不泡茶,UDV(缙云万地广场店),306,2.0,10.4,0.4887,5.083,3.439,1.478,,Y
1点点(缙云蓬莱路店),一点点,UDV(缙云万地广场店),393,1.6,8.0,0.4298,3.439,3.439,1.0,,Y
古茗(缙云东渡店),古茗,芝华仕头等舱沙发(扬帆商业广场店),974,2.2,1.6,0.7782,1.245,1.143,,,
古茗(莲都古堰画乡店),古茗,一号艺术区,334,2.2,3.4,0.7268,2.471,2.614,,,
古茗(缙云蓬莱路一店),古茗,UDV(缙云万地广场店),344,2.2,8.0,0.4111,3.288,3.439,0.9563,,Y
喜茶(丽水缙云万地广场店),喜茶,shangxin赏昕,15,2.0,3.8,0.4197,1.595,1.595,,,
古茗(缙云祠后东路店),古茗,顾家家居(茶叶市场3楼),690,2.2,4.0,0.7589,3.035,2.864,,,
茶百道(丽水缙云万地广场店),茶百道,缙云万地广场,0,1.8,4.6,0.4407,2.027,2.452,,,
蜜雪冰城(永宁星座店),蜜雪冰城,同心华庭地下商城,256,2.5,10.2,0.8215,8.38,8.38,,,
蜜雪冰城(十字街店),蜜雪冰城,金龙购物广场,465,2.5,2.6,0.7262,1.888,1.749,,,
古茗(缙云蓬莱路中心店),古茗,UDV(缙云万地广场店),336,2.2,8.0,0.4185,3.348,3.439,0.9736,,Y
茶百道(缙云新区店),茶百道,UDV(缙云万地广场店),352,1.8,8.0,0.3343,2.674,3.439,0.7777,,Y
蜜雪冰城(古堰画乡旅游度假区店),蜜雪冰城,一号艺术区,287,2.5,4.2,0.6564,2.757,2.614,,,
古茗(缙云万地广场店),古茗,shangxin赏昕,67,2.2,3.8,0.5219,1.983,1.595,,,
蜜雪冰城(缙云万地广场店),蜜雪冰城,UDV(缙云万地广场店),51,2.5,7.8,0.6037,4.709,3.439,1.3694,,Y
蜜雪冰城(实验中学店),蜜雪冰城,顾家家居(茶叶市场3楼),729,2.5,4.0,0.7159,2.864,2.864,,,
茉莉奶白(缙云万地广场店),茉莉奶白,缙云万地广场,90,1.5,6.2,0.4639,2.876,2.452,,,
蜜雪冰城(东渡镇店),蜜雪冰城,芝华仕头等舱沙发(扬帆商业广场店),908,2.5,1.6,0.7146,1.143,1.143,,,
蜜雪冰城(大桥南路店),蜜雪冰城,金龙购物广场,112,2.5,1.8,0.9701,1.746,1.749,,Y,
瑞幸咖啡(缙云寺后东路店),瑞幸,顾家家居(茶叶市场3楼),759,2.2,3.2,0.722,2.31,2.864,,,
蜜雪冰城(蓬莱路店),蜜雪冰城,UDV(缙云万地广场店),339,2.5,8.8,0.4692,4.129,3.439,1.2006,,Y
luckin coffee瑞幸咖啡(缙云东渡社区店),瑞幸,芝华仕头等舱沙发(扬帆商业广场店),596,2.2,0.8,0.9592,0.767,1.143,,Y,
古茗(缙云复兴街店),古茗,金龙购物广场,439,2.2,2.6,0.6725,1.749,1.749,,,
古茗(缙云黄碧街镇南路店),古茗,赏昕时尚购物广场,58,2.2,1.8,0.7035,1.266,1.313,,,
古茗(青田鹤城中路店),古茗,涌金街(龙东小区北区店),346,2.2,15.2,0.9312,14.154,10.899,1.2987,,Y
茶百道(丽水青田油竹店),茶百道,中国青田侨乡进口商品城,139,1.8,6.8,0.3689,2.509,3.335,,,
古茗(松阳太平坊路店),古茗,明清古街,491,2.2,5.8,0.7055,4.092,3.611,,,
古茗(壶镇小商品店),古茗,天益楼鞋服商场,39,2.2,4.0,0.5433,2.173,2.537,,,
古茗(龙泉新华街店),古茗,爱尚化妆(现代商业广场店),305,2.2,7.0,0.8956,6.27,6.27,,,
古茗(龙泉陶溪川店),古茗,望瓯·陶溪川文创街区,157,2.2,1.8,0.893,1.607,1.627,,Y,
古茗(青田水南店),古茗,青田石雕文化步行街,604,2.2,8.0,0.9218,7.374,7.441,,,
古茗(云和城东路店),古茗,好又多购物中心,442,2.2,2.6,0.7606,1.978,2.028,,,
古茗(壶镇乐业店),古茗,乐业广场,67,2.2,0.2,0.3883,0.078,0.077,,,
古茗(松阳古市店),古茗,阿杰工具五金机电商城一站式采购平台,739,2.2,1.6,0.8305,1.329,1.355,,Y,
麦记牛奶(丽水西城广场店),麦记牛奶,星火商城D区,689,1.4,16.0,0.3672,5.876,5.186,1.133,,Y
古茗(丽水松阳江泰店),古茗,松阳瓦窑头·江泰广场,152,2.2,0.2,0.6053,0.121,0.127,,,
古茗(青田温溪店),古茗,好衣购鞋服商场,135,2.2,1.8,0.8718,1.569,1.234,,Y,
蜜雪冰城(人民大街店),蜜雪冰城,明清古街,533,2.5,4.8,0.7523,3.611,3.611,,,
古茗(丽水青田之心店),古茗,青田之心,88,2.2,6.2,0.6026,3.736,3.736,,,
古茗(松阳新华路店),古茗,未来万家五金机电(松阳店),745,2.2,6.4,0.6926,4.432,4.598,,,
茶百道(缙云壶镇店),茶百道,乐业广场,69,1.8,0.2,0.355,0.071,0.077,,,
古茗(松阳人民医院店),古茗,顾家家居(长松路店),928,2.2,1.6,1.0,1.6,1.098,,Y,
古茗(松阳松州广场店),古茗,美林松州广场,99,2.2,2.8,0.8087,2.264,2.167,,Y,
古茗(丽水青田船寮店),古茗,五金机电商城(青田船寮阿杰工具),276,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(云和新建路店),古茗,红豆百货(中山路店),353,2.2,1.2,0.6523,0.783,0.816,,,
古茗(景宁人民中路店),古茗,景宁江泰广场,325,2.2,3.6,0.4638,1.67,2.036,0.8199,,Y
沪上阿姨·精选茶饮(丽水云和前巷店),沪上阿姨,好又多购物中心,178,1.8,2.4,0.6604,1.585,2.028,,,
古茗(青田龙东路路口店),古茗,涌金街(龙东小区北区店),27,2.2,18.2,0.5988,10.899,10.899,1.0,,Y
古茗(庆元松源街店),古茗,庆元银河湾广场,75,2.2,2.8,0.5394,1.51,1.51,,,
古茗(遂昌上南门路店),古茗,凯新购物广场,131,2.2,1.8,0.5266,0.948,1.154,,,
茶百道(丽水龙泉尊龙店),茶百道,龙渊新天地营销中心,154,1.8,12.4,0.6444,7.991,7.991,,,
茶百道(松源街店),茶百道,庆元银河湾广场,77,1.8,2.8,0.4611,1.291,1.51,,,
古茗(松阳要津路店),古茗,顾家家居(长松路店),280,2.2,0.6,0.9942,0.597,1.098,,Y,
古茗(遂昌青云路店),古茗,府前服装市场,121,2.2,4.4,0.8352,3.675,3.659,,,
古茗(云和中山西路店),古茗,上城门购物中心,43,2.2,0.4,1.0,0.4,0.4,,Y,
古茗(景宁大树脑店),古茗,鹤溪街道商贸城,190,2.2,5.0,0.5671,2.836,2.836,,,
茶百道(上南门路店),茶百道,凯新购物广场,134,1.8,1.8,0.3916,0.705,1.154,,,
古茗(遂昌平昌路店),古茗,遂昌县五交化商场(龙潭小区店),391,2.2,0.2,0.7606,0.152,0.478,,,
蜜雪冰城(要津路店),蜜雪冰城,掌上明珠家具生活馆(创宇时代中心商住楼店),247,2.5,3.2,0.976,3.123,3.123,,,
蜜雪冰城(鸣山路店),蜜雪冰城,运动购物中心(一家广场店),85,2.5,18.2,0.8685,15.807,15.807,,,
古茗(景宁东方广场店),古茗,景宁江泰广场,42,2.2,2.8,0.7927,2.22,2.036,1.09,,Y
古茗(青田温溪江泰店),古茗,壹德江泰广场,0,2.2,2.8,1.0,2.8,2.8,,Y,
蜜雪冰城(景宁人民中路店),蜜雪冰城,景宁江泰广场,325,2.5,3.6,0.5233,1.884,2.036,0.9252,,Y
古茗(庆元石龙街店),古茗,传明五金百货批发购物中心,33,2.2,2.6,0.8134,2.115,2.155,,Y,
蜜雪冰城(龙泉万达店),蜜雪冰城,万达广场(龙泉店),43,2.5,2.0,0.978,1.956,1.956,,Y,
古茗(壶镇安居店),古茗,小博霖购物中心,118,2.2,4.6,0.789,3.629,3.724,,,
蜜雪冰城(庆元店),蜜雪冰城,庆元银河湾广场,96,2.5,2.8,0.5435,1.522,1.51,,,
蜜雪冰城(缙云黄碧街店),蜜雪冰城,新五星商场,404,2.5,2.6,0.9931,2.582,2.582,,Y,
古茗(庆元香菇市场店),古茗,庆元五都菇香金街,36,2.2,3.2,0.6473,2.071,2.071,,,
蜜雪冰城(水南店),蜜雪冰城,青田石雕文化步行街,627,2.5,8.0,0.9384,7.507,7.441,,,
古茗(油竹官中小区店),古茗,中国青田侨乡进口商品城,158,2.2,6.8,0.5189,3.528,3.335,,,
蜜雪冰城(温溪店),蜜雪冰城,好衣购鞋服商场,154,2.5,1.0,0.8978,0.898,1.234,,Y,
蜜雪冰城(龙东小区店),蜜雪冰城,涌金街(龙东小区北区店),49,2.5,19.0,0.5467,10.388,10.899,0.9531,,Y
蜜雪冰城(尊龙商贸中心店),蜜雪冰城,龙渊新天地营销中心,211,2.5,12.6,0.7907,9.963,7.991,,,
沪上阿姨·精选茶饮(丽水青田涌金街店),沪上阿姨,涌金街(龙东小区北区店),104,1.8,19.8,0.5079,10.056,10.899,0.9226,,Y
古茗(遂昌云峰店),古茗,遂昌云峰购物广场,163,2.2,2.0,1.0,2.0,2.0,,Y,
蜜雪冰城(新建路店),蜜雪冰城,红豆百货(中山路店),332,2.5,1.2,0.7078,0.849,0.816,,,
沪上阿姨·精选茶饮(丽水景宁人民中路店),沪上阿姨,景宁江泰广场,222,1.8,2.8,0.7273,2.036,2.036,1.0,,Y
沪上阿姨·精选茶饮(丽水松阳松州广场店),沪上阿姨,美林松州广场,75,1.8,2.8,0.7389,2.069,2.167,,,
蜜雪冰城(杭川花苑店),蜜雪冰城,杭川购物中心(杭川花苑店),252,2.5,3.4,1.0,3.4,3.4,,,
蜜雪冰城(南秦店),蜜雪冰城,望瓯·陶溪川文创街区,248,2.5,1.8,0.9151,1.647,1.627,,Y,
蜜雪冰城(壶镇店),蜜雪冰城,天益楼鞋服商场,30,2.5,4.8,0.6044,2.901,2.537,,,
LINLEE·手打柠檬茶(云和江泰广场店),LINLEE,云和江泰广场,56,1.5,0.4,0.5387,0.215,0.542,,,
蜜雪冰城(石龙街店),蜜雪冰城,传明五金百货批发购物中心,60,2.5,2.6,0.8446,2.196,2.155,,Y,
古茗(丽水壶镇兴达路店),古茗,兴达购物中心,92,2.2,3.6,0.8242,2.967,2.967,,,
蜜雪冰城(江泰东方广场一层1号门店),蜜雪冰城,景宁江泰广场,47,2.5,3.0,0.7957,2.387,2.036,1.1722,,Y
蜜雪冰城(景宁店),蜜雪冰城,鹤溪街道商贸城,207,2.5,4.8,0.5954,2.858,2.836,,,
蜜雪冰城(市政府店),蜜雪冰城,龙泉府前步行街(佳美新天地店),155,2.5,10.6,0.9796,10.384,10.384,,,
古茗(青田涌金街2店),古茗,涌金街(龙东小区北区店),138,2.2,18.2,0.6246,11.368,10.899,1.0431,,Y
蜜雪冰城(青云小区店),蜜雪冰城,府前服装市场,150,2.5,4.2,0.8675,3.643,3.659,,,
沪上阿姨·精选茶饮(丽水缙云壶镇乐业店),沪上阿姨,乐业广场,66,1.8,0.2,0.3773,0.075,0.077,,,
蜜雪冰城(横街店),蜜雪冰城,阿杰工具五金机电商城一站式采购平台,771,2.5,1.6,0.8636,1.382,1.355,,Y,
蜜雪冰城(云和金利宾馆店),蜜雪冰城,好又多购物中心,449,2.5,2.6,0.804,2.09,2.028,,Y,
蜜雪冰城镇南路店,蜜雪冰城,赏昕时尚购物广场,85,2.5,1.8,0.7549,1.359,1.313,,,
沪上阿姨·精选茶饮(丽水遂昌凯新广场店),沪上阿姨,凯新购物广场,84,1.8,2.6,0.523,1.36,1.154,,,
蜜雪冰城(新华路店),蜜雪冰城,未来万家五金机电(松阳店),751,2.5,6.4,0.7442,4.763,4.598,,,
蜜雪冰城(平昌路店),蜜雪冰城,遂昌县五交化商场(龙潭小区店),355,2.5,1.0,0.804,0.804,0.478,,Y,
蜜雪冰城(龙渊新天地店),蜜雪冰城,龙渊新天地营销中心,139,2.5,8.6,0.9013,7.751,7.991,,,
春莱(丽水市松阳店),春莱,明清古街,485,1.4,5.0,0.6984,3.492,3.611,,,
蜜雪冰城(瓦水段店),蜜雪冰城,松阳瓦窑头·江泰广场,164,2.5,0.2,0.6644,0.133,0.127,,,
蜜雪冰城(乐业店),蜜雪冰城,乐业广场,71,2.5,0.2,0.4481,0.09,0.077,,,
蜜雪冰城(安居桥头店),蜜雪冰城,小博霖购物中心,62,2.5,4.6,0.8302,3.819,3.724,,,
快乐番薯(人民中路店),快乐番薯,鹤溪街道商贸城,238,1.4,4.8,0.4751,2.28,2.836,,,
蜜雪冰城(云和江泰广场店),蜜雪冰城,云和江泰广场,81,2.5,1.2,0.7233,0.868,0.542,,,
蜜雪冰城(油竹店),蜜雪冰城,中国青田侨乡进口商品城,144,2.5,6.8,0.4905,3.335,3.335,,,
蜜雪冰城(龙泉水南店),蜜雪冰城,金源生活广场百川建材馆,406,2.5,3.6,0.8383,3.018,3.018,,,
蜜雪冰城(巨龙店),蜜雪冰城,Me Too(现代商业广场店),30,2.5,12.8,0.9496,12.155,12.155,,,
蜜雪冰城(香菇小镇店),蜜雪冰城,霞美五金水暖批发部,14,2.5,3.2,0.7012,2.244,2.244,,,
蜜雪冰城(遂昌店),蜜雪冰城,凯新购物广场,153,2.5,2.6,0.6201,1.612,1.154,,,
蜜雪冰城(前巷小区店),蜜雪冰城,好又多购物中心,186,2.5,2.4,0.8659,2.078,2.028,,Y,
贡茶(景兴华都店),贡茶,杭派坚果营销中心(EFC LIVE欧美广场商业A区店),283,1.4,63.4,0.8129,51.535,36.77,,,
爷爷不泡茶NOYEYENOTEA(杭州美瑭广场店),爷爷不泡茶,杭州华夏之心·WeTown美瑭,83,2.0,66.8,0.3731,24.925,18.427,1.3526,,Y
蜜雪冰城(欧美中心店),蜜雪冰城,杭州华夏之心·WeTown美瑭,104,2.5,66.0,0.4642,30.635,18.427,1.6625,,Y
李若桃·手作酸奶铺(杭州美瑭广场店),李若桃,杭州华夏之心·WeTown美瑭,64,1.4,66.0,0.2473,16.323,18.427,0.8858,,Y
煲珠公·老红糖珍珠奶茶(EFC LIVE欧美广场商业A区店),煲珠公,EFC LIVE欧美广场商业A区,31,1.4,66.4,0.3135,20.815,23.185,,,
1点点(华夏之心店),一点点,杭州华夏之心·WeTown美瑭,25,1.6,65.2,0.2661,17.353,18.427,0.9417,,Y
茉莉奶白(杭州EFC欧美广场店),茉莉奶白,酷动数码(EFC LIVE欧美广场商业A区店),19,1.5,62.4,0.3124,19.495,22.029,,,
喜茶(杭州EFC欧美广场店),喜茶,酷动数码(EFC LIVE欧美广场商业A区店),10,2.0,60.8,0.404,24.563,22.029,,,
茶百道(暂未开通),茶百道,乐时城,145,1.8,34.6,0.7651,26.472,20.815,1.2717,,Y
瑞幸咖啡(英国中心西楼店),瑞幸,商业B区(EFC LIVE欧美广场店),70,2.2,59.2,0.6149,36.401,33.953,,,
1点点(杭州未来广场·park店),一点点,乐时城,85,1.6,34.6,0.6178,21.375,20.815,1.0269,,Y
CHAGEE霸王茶姬(浙江杭州余杭抖音仓南里店),霸王茶姬,杭派坚果营销中心(EFC LIVE欧美广场商业A区店),944,2.0,23.2,0.9485,22.005,36.77,,,
春莱(杭州阿里店),春莱,海创园站觅花街,152,1.4,26.8,0.8642,23.16,19.854,1.1665,,Y
春莱泰式冰咖啡奶茶,春莱,海创园站觅花街,152,1.4,26.8,0.8642,23.16,19.854,1.1665,,Y
LINLEE·手打柠檬茶(余杭未来科技城店),LINLEE,乐时城,84,1.5,33.8,0.3962,13.39,20.815,0.6433,,Y
古茗(余杭绿城未来park店),古茗,乐时城,89,2.2,33.8,0.5656,19.116,20.815,0.9183,,Y
LINLEE·手打柠檬茶(EFC欧美广场店),LINLEE,商业B区(EFC LIVE欧美广场店),86,1.5,55.2,0.5708,31.506,33.953,,,
瑞幸咖啡(余杭海创园地铁站店),瑞幸,海创园站觅花街,30,2.2,22.8,0.858,19.562,19.854,0.9853,,Y
茶百道(杭州师范大学仓前校区店),茶百道,乐时城,490,1.8,25.8,0.7847,20.247,20.815,0.9727,,Y
蜜雪冰城(创景路地铁站店),蜜雪冰城,万达广场(杭州未来科技城店),140,2.5,50.8,0.8162,41.462,11.485,,,
